Area Code,Area,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
E07000171,Bassetlaw,15667,16489,17455,16563,19225,19863,19677,20185,20494,20810,23051,21813,22231,23343,23804,23239,22028
E07000172,Broxtowe,16981,17355,18645,18544,21937,21340,22888,23700,24331,24497,24199,22808,23143,22698,24076,25284,#
E07000173,Gedling,16199,17658,17844,19781,19266,21131,23965,21746,26770,24595,25950,23774,19794,27070,29577,29868,23309
E07000174,Mansfield,12962,14066,15536,15503,16029,17513,17794,19837,20045,21610,21677,20916,20493,19682,20461,20781,20278
E07000175,Newark and Sherwood,13476,15067,16677,19306,18173,18535,18316,20830,21374,21919,21520,20437,21452,22038,23105,23102,#
E07000176,Rushcliffe,19755,19523,19671,22437,23167,22850,25076,24447,23818,25669,25649,27619,25698,24639,27053,28763,27528
E07000177,Cherwell,18314,20356,17677,21215,22232,22550,22905,21609,22199,23708,26031,27246,26876,26891,26983,27075,28595
E07000178,Oxford,19025,20213,21960,21343,22635,24358,25679,26154,26710,27584,27863,28945,29305,28982,29424,30475,31271
E07000179,South Oxfordshire,18615,19339,19804,23096,25911,25648,25374,24845,27579,27907,26786,26408,26453,27387,26531,28220,30270
E07000180,Vale of White Horse,20478,21543,23723,23922,24687,26169,26627,27098,31564,29649,30304,30523,34065,33066,33341,32605,34000
E07000181,West Oxfordshire,20314,19265,21748,22524,22103,25081,23173,22986,23604,24390,25559,25262,25730,26720,26172,27145,28119
E07000187,Mendip,16406,16499,16582,17531,17810,18249,20096,20054,21466,20847,21115,22666,23624,22223,23070,21674,21601
E07000188,Sedgemoor,16008,16201,16928,18439,16994,19619,19751,20946,20466,20702,21643,22028,21213,22248,22361,22856,#
E07000189,South Somerset,17114,17994,19939,19545,19870,19597,21057,21085,21508,21896,22740,22351,24240,24869,24964,25307,25012
E07000190,Taunton Deane,16503,16270,17576,19009,17444,19768,20841,21495,22740,22707,23833,24164,22305,23069,24126,24604,26338
E07000191,West Somerset,#,#,#,#,#,#,#,#,#,#,#,#,#,#,33464,#,#
E07000192,Cannock Chase,17035,18450,17042,19029,18468,18935,19780,19926,20363,23642,21914,22491,22037,22273,24643,23296,23893
E07000193,East Staffordshire,15003,17956,18600,19590,19254,21814,20801,21211,21681,23236,22446,22679,24598,24843,26975,25785,26551
E07000194,Lichfield,17532,16915,17647,18107,19294,21446,21770,22048,19713,23067,24491,25290,24909,22592,25431,25796,26161
E07000195,Newcastle-under-Lyme,15140,16214,16579,16814,17516,18720,19374,19000,20287,21574,20901,20424,20516,21258,23261,22878,20970
E07000196,South Staffordshire,17326,18104,17193,17715,18579,21607,22800,23994,22182,23819,24041,23819,22389,23724,25060,24071,#
E07000197,Stafford,15870,17339,19891,19770,19316,20104,21665,22113,22520,22995,25360,24845,25562,24925,27255,26638,25441
E07000198,Staffordshire Moorlands,15899,17366,18461,18269,19635,18330,21491,21200,21561,23153,22408,22444,22530,26047,25772,27124,21042
E07000199,Tamworth,16637,16988,17023,18051,19953,19337,21312,21668,22240,22813,21512,21533,21853,22464,22096,23038,22843
E07000200,Babergh,16051,17502,18228,17606,17889,19584,19659,21973,23491,23278,23065,22341,23691,23507,21324,23583,23797
E07000201,Forest Heath,14353,16239,17086,17969,18993,20545,19292,19091,20167,20435,20704,22419,25864,24828,23792,22780,#
E07000202,Ipswich,15393,16427,18093,18317,18619,19628,20400,22278,22798,24995,23468,23016,24241,24633,24687,26219,25754
E07000203,Mid Suffolk,15716,15254,16808,18781,18040,19629,19524,20518,20525,21548,22143,21260,22786,22068,23059,24051,27621
E07000204,St Edmundsbury,16183,17412,18381,18053,18786,19346,20352,21430,20323,23088,24124,24839,24925,22833,23344,23552,24583
E07000205,Suffolk Coastal,19350,20650,20949,21659,23294,24368,25019,25098,26614,29429,27881,27197,29088,28509,29451,30797,29691
E07000206,Waveney,14642,15618,16076,16009,17938,19187,17837,18960,19590,20707,22940,22370,22129,20970,21709,22907,23465
E07000207,Elmbridge,21075,23400,23963,24836,25033,26182,30339,28316,31541,30165,30593,31022,31635,32249,32295,31504,33555
E07000208,Epsom and Ewell,21225,18167,21210,22636,23441,23637,24542,25177,26439,28198,28940,30438,29593,31657,28305,24319,26960
E07000209,Guildford,20865,21538,22341,23755,25524,26034,26802,26963,28503,31166,29936,29355,29678,31867,31608,30526,33062
E07000210,Mole Valley,21495,20556,22362,25278,29935,30000,31125,32859,29971,31090,36000,35000,36485,37436,36078,34781,34336
E07000211,Reigate and Banstead,19909,22390,23128,24356,25257,26838,27388,27581,30000,31843,30594,29761,31223,32867,30903,30297,32849
E07000212,Runnymede,21963,23149,24963,28454,26000,27345,28981,31349,30523,32145,33767,33560,33156,35377,35558,37025,36341
E07000213,Spelthorne,22691,24143,24066,27805,29316,31759,31609,28521,29726,30931,31204,29388,32721,33024,31964,34748,36746
E07000214,Surrey Heath,23022,24469,26594,27789,29853,27946,28010,27969,28986,29859,31140,28697,29160,30048,31572,32322,31310
E07000215,Tandridge,16698,17451,19221,19188,21490,20265,21405,22545,24300,24025,22696,25431,23141,20272,21606,24207,25210
E07000216,Waverley,19832,19812,20905,20876,22330,21618,23446,24326,29350,28324,27299,24947,25635,26251,26014,26293,26151
E07000217,Woking,21778,22843,23161,24084,27233,27685,28337,30310,28549,29725,25290,26403,23941,25111,24332,23734,25067
E07000218,North Warwickshire,15780,18486,17453,17548,20450,22274,22777,23190,21005,21761,23579,23823,26762,25275,24106,22119,22454
E07000219,Nuneaton and Bedworth,15391,16022,17274,17055,18293,18768,19244,20251,21878,21601,23303,23306,22048,22613,23393,23548,22799
E07000220,Rugby,20013,18596,23046,20786,21758,23914,24514,22827,24502,26616,26464,27020,27111,27457,28231,30678,30506
E07000221,Stratford-on-Avon,19327,19883,20363,18528,21059,23774,23761,25822,25000,26110,25160,26071,25476,26968,27978,27769,27561
E07000222,Warwick,17722,18657,19786,20465,20273,22788,22595,25182,25527,26334,27263,26030,26920,26992,28600,28214,29161
E07000223,Adur,19644,19309,16594,22790,20362,22721,21776,22268,21310,20975,20641,21375,23929,23145,22361,22498,24179
E07000224,Arun,15331,16703,16619,16946,17498,17860,18218,17400,19866,21566,22081,21694,20371,22028,22372,22011,21650
E07000225,Chichester,16043,18254,19282,19725,20123,20447,19403,22518,19431,21432,23574,23536,24068,25540,24354,24986,#
E07000226,Crawley,20803,20907,22797,21516,22526,24657,24553,26377,25400,28128,29283,28634,29019,28304,31024,30370,31489
E07000227,Horsham,17608,19059,21086,21914,24000,22886,22999,22593,24218,25843,22878,23974,26390,25806,25468,25427,26007
E07000228,Mid Sussex,19994,19108,20970,21656,22015,22595,23007,24000,24875,25149,26384,28239,26000,25588,25920,25494,27895
E07000229,Worthing,18142,19010,19291,19047,20372,21998,20260,21598,21987,22609,23232,24073,24628,25783,24828,25066,#
E07000234,Bromsgrove,17647,17079,18053,16358,18644,19204,19742,20383,19270,21708,22115,21874,20677,22349,22111,22473,23142
E07000235,Malvern Hills,17002,18801,19450,15812,19941,19668,19742,21062,23067,26873,26240,21992,22871,22871,25986,24259,23411
E07000236,Redditch,16193,16883,17809,18035,18306,18931,19134,19279,19411,21097,24963,23673,22529,22065,23475,24388,23411
E07000237,Worcester,16733,17284,17264,18813,19216,19756,21616,21508,22089,22059,23239,24530,23671,25152,24595,24978,#
E07000238,Wychavon,16921,17827,18125,17664,18083,18483,20490,19646,20118,20325,22497,22848,23634,23665,24120,24384,25414
E07000239,Wyre Forest,16389,16994,17131,17793,17181,17955,20201,19919,20442,22464,19744,19763,18662,18512,18898,20610,22174
E07000240,St Albans,18439,19223,20352,21970,22607,24321,25741,27087,27937,27977,29860,27509,27587,27659,25861,28992,29321
E07000241,Welwyn Hatfield,21621,23505,23251,24200,25913,25435,29542,28548,29249,30138,29559,29528,26159,29020,28588,29954,30376
E07000242,East Hertfordshire,19247,20928,22443,23670,24687,24961,25416,24218,25245,24278,25699,26471,26824,28481,30138,29041,30364
E07000243,Stevenage,23418,21399,23224,21688,26253,27262,25452,26882,26576,26898,28527,29078,30704,31841,29656,31892,33073
E08000001,Bolton,15529,16319,16898,17029,17125,18424,19079,19567,20972,21091,21402,21736,22457,21693,22801,22083,23221
E08000002,Bury,16301,16956,17554,19213,18964,18999,19645,20292,21774,24002,24418,24014,23701,23752,23676,24442,25011
E08000003,Manchester,18440,19396,20168,20348,21700,23142,24581,24411,26354,26332,26563,26542,26261,27113,27894,28283,27454
E08000004,Oldham,15274,16396,16397,17181,17164,18723,18594,19729,18643,20001,20841,22132,22033,20933,20798,21937,22562
E08000005,Rochdale,15916,17076,17904,17563,18183,19134,19567,19649,19940,20379,21108,20736,21581,21847,22629,21580,22196
E08000006,Salford,17684,18001,18980,20877,20278,21338,21182,22882,22398,22906,23589,23710,25431,26180,26801,26564,27145
E08000007,Stockport,17248,18295,19584,20332,20361,22013,22392,22793,24846,24599,26261,25038,26709,27222,27854,25630,26310
E08000008,Tameside,15337,15963,16793,17690,17694,18128,19491,19243,20626,21504,22403,20978,21142,23058,21458,21438,21724
E08000009,Trafford,18834,19502,21411,21030,22208,22970,23740,24061,25200,26229,27091,26092,26990,27568,25940,26376,26544
E08000010,Wigan,15682,17006,17827,17547,18898,19522,20436,20725,22650,22869,22479,23396,22118,21536,23321,22225,23655
E08000011,Knowsley,17827,18208,18771,18036,19954,20043,21467,20838,23278,22731,24148,23914,23374,24519,26522,27047,23747
E08000012,Liverpool,17324,18973,19071,19392,19951,21109,21725,22932,23506,24486,25252,25631,26041,26225,26833,27152,27554
E08000013,St. Helens,16216,16922,17752,18442,19075,19111,19993,20875,20930,23116,23323,24669,22415,22410,23322,22701,22895
E08000014,Sefton,15634,15783,16952,17366,18558,20065,21342,20172,21692,22832,21127,22366,21555,23366,23276,23368,23922
E08000015,Wirral,16155,16614,18271,18485,17601,18807,20897,20689,20794,21266,21938,22153,21867,22416,23982,24971,26305
E08000016,Barnsley,16159,15985,17611,17529,18922,19470,19728,20261,20798,21174,23146,23510,23465,23431,23556,23274,#
E08000017,Doncaster,15400,16995,17268,17273,18708,19401,19702,21392,22410,23664,22669,23760,24248,24692,24088,24785,23388
E08000018,Rotherham,16376,17517,18110,18235,18250,19940,20914,19950,21655,22227,23717,24001,23783,23068,23774,24218,25952
E08000019,Sheffield,16344,17550,18372,19478,19903,20968,21722,22268,21935,23712,24143,23872,24186,24987,25688,25468,26141
E08000021,Newcastle upon Tyne,16988,19504,19070,19004,18966,20204,21742,21513,21780,22561,24851,24924,25186,25111,25333,25928,26961
E08000022,North Tyneside,15701,16962,17600,18123,18501,20152,20409,20590,19781,21978,23463,24960,24420,24432,25023,24936,25772
E08000023,South Tyneside,17114,17345,18617,18358,17618,18608,18422,19981,19788,20791,21795,19668,21086,22504,23615,24540,24567
E08000024,Sunderland,16011,16441,17069,17781,18215,18791,20112,20680,21515,22503,22561,23305,22960,23323,24227,25041,25293
E08000025,Birmingham,18447,19325,20601,20749,21068,21469,22659,23181,24099,24906,25500,25917,26311,26250,27244,26168,28504
E08000026,Coventry,18860,19251,20975,21805,22595,22804,24173,24413,24285,26079,25285,25187,26559,26890,29475,27377,27758
E08000027,Dudley,15927,16515,17665,18863,18444,19247,19437,19674,20384,21504,21352,21133,22298,22236,21386,22482,24262
E08000028,Sandwell,16158,17404,17848,18675,19243,19252,20581,21134,21631,23457,22519,22335,22808,23508,23989,23373,24104
E08000029,Solihull,20672,21741,22403,22812,23699,25510,25788,26229,27824,29481,29312,28525,27772,28839,29829,30034,31337
E08000030,Walsall,16108,16469,16378,17000,17349,18200,20044,20213,19666,21123,21221,22514,23274,23254,23408,25020,25867
E08000031,Wolverhampton,16592,18303,18285,19946,19139,21098,21026,22029,22341,23854,24112,24073,23703,25000,24803,23434,24376
E08000032,Bradford,16252,17221,17740,18951,18892,19498,19538,20027,21000,22283,23145,22798,22241,22813,23897,23530,23976
E08000033,Calderdale,16733,17213,18726,18416,20433,22232,23613,21669,21903,23145,24427,23511,24760,23211,23708,24905,24603
E08000034,Kirklees,16546,17018,18008,18196,18725,18989,20368,21314,21588,21308,21764,23150,22626,23254,23318,23353,22978
E08000035,Leeds,16889,18172,18728,19182,20718,21349,22599,22957,23252,24159,25741,25253,25222,25337,26496,26381,27077
E08000036,Wakefield,16969,18203,18725,19252,20291,20472,21554,22208,23007,24969,23954,23546,24124,25091,24518,24480,24251
E08000037,Gateshead,17084,17602,18089,17226,17565,19577,22241,20328,20768,20931,21581,22997,24675,25888,25491,25627,25632
E09000001,City of London,33020,34903,39104,39750,41795,43347,45000,46292,49955,50503,52092,52271,54381,54000,54202,54710,54119
E09000002,Barking and Dagenham,21480,22618,22323,24813,25358,26089,26680,26549,30200,29396,30973,28527,28201,33131,32248,32698,33054
E09000003,Barnet,19568,21761,20916,23112,23828,25430,27033,26071,27436,27978,30496,30000,30237,29594,29353,31162,31171
E09000004,Bexley,18621,19363,20217,21101,22247,20946,23936,24719,26457,28326,28222,27738,28638,27440,28512,28505,29707
E09000005,Brent,18532,22348,21878,21350,23018,23323,24209,25279,25763,27326,27503,25997,26772,27577,28034,29514,29881
E09000006,Bromley,16720,16401,15684,16635,19042,21192,24241,25715,25666,27236,26951,27712,28163,28082,28126,27926,30426
E09000007,Camden,23677,25484,27386,27432,30002,30510,31358,32418,33059,35314,36375,36527,35967,36962,36336,36748,36927
E09000008,Croydon,19563,21339,20889,22675,22838,24371,24652,26049,25965,27482,28225,28586,28979,28974,30939,31154,30677
E09000009,Ealing,20580,22512,23862,24542,24349,26722,27235,26354,27490,29439,28234,28732,28646,31104,29733,28825,28657
E09000010,Enfield,19289,22467,24136,24654,22463,27414,24594,25088,26325,25550,27828,26967,26412,27123,25805,25805,26132
E09000011,Greenwich,21236,22121,20761,21846,23600,25387,26330,27363,29319,30766,29871,31821,29932,30097,29251,28954,30590
E09000012,Hackney,23249,24083,24095,24582,25149,26687,28923,30105,28996,31589,33107,35149,33512,34803,33097,33116,31685
E09000013,Hammersmith and Fulham,25000,25264,26319,28012,29831,29830,30787,30464,33535,35030,36525,35033,36143,35136,34554,33688,34473
E09000014,Haringey,18783,19772,20349,21972,22422,23481,24626,27020,26281,29859,28515,29597,28032,29116,29609,30325,30049
E09000015,Harrow,20596,22238,22960,23176,22796,24750,26162,25575,26107,27627,27532,27921,27540,26738,25784,26037,26678
E09000016,Havering,17165,17418,17940,16123,18250,18240,24296,26394,26079,28800,28317,28235,28415,28326,29858,30003,30867
E09000017,Hillingdon,24002,25038,26051,26159,26774,28003,29351,28771,30290,31291,31584,31586,33589,33822,35738,33984,32539
E09000018,Hounslow,20155,23230,22853,24399,26019,27457,29584,26853,27547,29475,31672,31307,32759,31821,31173,33038,33706
E09000019,Islington,25113,26598,28323,33497,33579,30410,30499,33995,34779,36357,36981,34551,35996,36653,37325,36751,36534
E09000020,Kensington and Chelsea,20646,22952,24979,26649,26213,26846,26855,26619,28355,30217,29901,30196,31491,30726,31307,30002,31712
E09000021,Kingston upon Thames,19302,20983,21427,22575,23813,23708,24937,25640,27274,26583,27497,28240,28997,29067,29450,30768,28904
E09000022,Lambeth,23151,24264,24019,24952,26034,27186,28347,29930,30633,30566,33415,33821,34836,35280,35397,34491,34846
E09000023,Lewisham,20580,22357,21990,23254,22069,25238,28022,27021,27673,29403,30891,30806,29567,29995,30478,29983,30921
E09000024,Merton,18962,18906,21014,22429,22959,23208,25991,24883,26346,28363,27662,27441,28066,28613,28610,27539,30381
E09000025,Newham,18862,19437,21054,21420,22792,24561,26331,27162,27434,29467,31028,32578,29998,30540,29334,29061,28883
E09000026,Redbridge,19580,20256,21106,22133,23407,24934,26462,27940,29429,29283,31235,30086,29829,28100,31215,31127,29216
E09000027,Richmond upon Thames,22321,22574,23799,23311,25549,26770,26809,28610,30881,32437,31733,32249,32197,31505,31997,31533,32582
E09000028,Southwark,22784,24857,27114,28062,29307,29609,29534,31575,32000,31227,34265,35050,36124,36056,36198,34612,36247
E09000029,Sutton,19582,22019,22972,23311,24455,24514,25714,25102,25182,26082,26111,26288,26743,25247,30061,25797,27393
E09000030,Tower Hamlets,26376,28445,31232,31168,34281,39128,39493,38975,41117,41880,43987,44443,45970,44880,46441,48309,46681
E09000031,Waltham Forest,18547,19776,21245,21799,22918,23857,21931,23074,25034,26609,27651,27755,28005,27235,26859,26484,29380
E09000032,Wandsworth,21321,22840,22054,23720,24299,26137,26549,27405,30513,30808,32373,31818,32033,31262,31491,31085,31952
E09000033,Westminster,24447,25951,26829,28879,29254,31482,32519,33474,35315,36048,36765,37836,37406,37649,36946,37260,39618
S12000005,Clackmannanshire,17941,16797,18798,19266,19616,17887,20308,21122,25064,26552,27657,29011,26237,24006,24022,24794,25260
S12000006,Dumfries and Galloway,15690,15896,16885,17759,18186,18139,18953,20159,21349,21436,23176,22928,22115,20219,22974,23600,23811
S12000008,East Ayrshire,17480,18953,17699,18250,19307,20629,21891,22751,23003,24069,23926,24125,24085,24928,25313,25841,25045
S12000010,East Lothian,16526,17772,19263,19774,19461,19906,21731,23156,23960,24111,23514,23206,23065,23980,25855,26850,27264
S12000011,East Renfrewshire,14245,16405,16987,17570,16167,19023,20666,22309,24893,28065,24239,22199,22755,21027,23488,23781,23520
S12000013,Eilean Siar,#,#,18258,19295,#,#,#,#,#,#,23181,23592,24253,25374,24337,24559,24023
S12000014,Falkirk,16343,17626,17793,17889,19419,20307,20321,21468,22225,22466,24289,25285,23891,26275,27581,26508,27038
S12000015,Fife,16235,16831,17988,18005,18481,19112,19456,20777,22238,22697,23953,24066,23178,23523,24552,24732,25679
S12000017,Highland,15786,16119,17226,17440,18604,18654,19548,20689,21016,21365,22638,23282,22945,23309,24572,25436,26115
S12000018,Inverclyde,16022,17766,18168,16757,16486,18360,20485,20145,19071,19400,22837,25042,24896,24913,25359,26117,27123
S12000019,Midlothian,16270,18222,17771,19153,20066,22017,22616,23215,22564,23436,26065,24568,25983,27399,25421,25587,26317
S12000020,Moray,14313,14814,14744,15657,17325,17700,17699,19540,19414,20639,21796,22200,23609,23296,23883,24083,25622
S12000021,North Ayrshire,17170,17376,18269,17584,17931,20621,20279,20813,20519,23260,22234,25252,25114,23734,25425,26368,25578
S12000023,Orkney Islands,16400,#,#,#,#,#,#,#,#,#,#,24497,25962,27428,28894,#,#
S12000024,Perth and Kinross,14868,16010,16176,17090,18683,19255,19828,20925,23341,23519,23047,23457,23784,24139,22495,23990,26231
S12000026,Scottish Borders,14002,14723,15184,14837,15747,16094,17319,17822,19583,19551,20269,21057,21007,21304,22491,23684,22829
S12000027,Shetland Islands,#,#,20816,20033,20010,21821,22263,20693,26017,25285,26988,27833,28063,26949,29216,28647,29023
S12000028,South Ayrshire,18584,18700,18761,21936,21340,21622,22148,23827,22542,23245,25624,27579,26569,27807,28201,29289,29121
S12000029,South Lanarkshire,16766,17905,19125,19100,19847,20973,22098,23197,23510,24047,24835,24070,24742,25988,25507,26775,28076
S12000030,Stirling,14943,17499,18489,19760,20709,19057,21408,21351,22914,23334,23838,25461,27228,27790,28718,27724,26298
S12000033,Aberdeen City,19179,20712,21489,22672,23035,23287,24983,25440,25939,28707,29919,29983,30837,31608,31856,32692,33408
S12000034,Aberdeenshire,15975,17372,16985,18300,19570,21360,20427,21752,23486,24923,26837,26580,25521,25406,24779,24328,27659
S12000035,Argyll and Bute,16302,18475,18851,20621,18957,19927,22305,23925,21356,22983,25368,24519,25716,24798,25047,27794,27902
S12000036,"Edinburgh, City of",18383,19281,20390,21558,21580,22013,23568,24523,26030,26282,27444,27830,27808,28282,30000,30271,30443
S12000038,Renfrewshire,18746,19730,19603,20546,20742,21547,23041,22290,24483,26348,26229,27067,27125,27454,28116,27202,27974
S12000039,West Dunbartonshire,15006,16730,16711,16602,19373,19668,19724,20991,20608,21489,23211,23151,23951,25124,28448,26011,26351
S12000040,West Lothian,16494,17007,18352,19404,18659,20272,20356,20915,21543,20779,22469,22680,23562,24728,25124,26415,26829
S12000041,Angus,14910,16156,16639,18116,17452,19199,19958,20711,20549,21867,22053,20888,21273,22196,20343,21294,#
S12000042,Dundee City,16925,16989,17809,19699,20832,21581,21720,22186,23405,24430,23663,23887,23269,23758,25499,25482,26575
S12000044,North Lanarkshire,16538,18124,18524,19082,19737,19857,20800,22661,23302,24545,24972,24081,24864,24633,24787,25312,26155
S12000045,East Dunbartonshire,15066,17352,17135,21014,19446,20734,21362,24861,26365,25940,28085,27489,25079,26579,26293,26008,25108
S12000046,Glasgow City,17397,18627,18891,18884,19751,20932,21110,21934,22246,23695,25185,24837,25269,26118,27071,27480,28672
W06000001,Anglesey,16350,16312,16699,16270,18224,19754,20264,20049,19625,21913,24450,22627,20570,24560,23648,25130,26427
W06000002,Gwynedd,14598,14564,16018,16536,16594,18157,19115,19704,20711,20249,20732,22471,21035,21483,22050,21563,20916
W06000003,Conwy,14450,15855,14848,16028,18116,20754,21720,20091,18880,21025,20808,20140,21141,23361,23342,22966,23227
W06000004,Denbighshire,16122,16672,18398,17774,18336,19254,18937,19573,19910,20247,23472,22027,23325,23259,23470,24904,25690
W06000005,Flintshire,17881,19489,20876,21659,22022,22556,23678,23803,22262,23688,25163,25215,26011,26681,26508,29297,29135
W06000006,Wrexham,16904,16888,18657,19411,19036,20419,19952,20879,21561,21001,24047,23486,21923,22852,24370,23455,24039
W06000008,Ceredigion,12386,14709,15891,16549,16563,16795,17376,17958,18080,18451,19026,20231,21436,20935,22575,21437,21740
W06000009,Pembrokeshire,14563,15106,16539,15259,17497,17402,18020,18639,20283,22852,22722,23518,23075,22142,23121,23048,21789
W06000010,Carmarthenshire,15005,16358,17094,17387,17755,18115,18946,18761,20803,21532,21688,22084,21940,22772,23214,23927,23437
W06000011,Swansea,16625,17394,16945,17533,17290,18389,19245,19584,18993,20086,21838,22268,23155,22883,23201,23352,23630
W06000012,Neath Port Talbot,19382,20801,21728,21619,22117,21843,23488,24204,24630,26384,24812,26995,26205,26660,24675,27130,29171
W06000013,Bridgend,16608,17473,18830,18088,18599,19690,22191,21682,22490,23603,23907,25029,24124,26345,25701,26815,27455
W06000014,The Vale of Glamorgan,17127,17978,19492,21151,20366,21863,23374,22783,25371,25593,25901,27101,26692,26413,23912,22054,23476
W06000015,Cardiff,17319,18166,19033,19365,19996,21716,22188,22138,22634,22777,24129,24596,25000,25532,26092,26492,26195
W06000016,"Rhondda, Cynon, Taff",15497,15999,15497,17801,17910,19000,18208,19552,20101,21394,22092,22151,22823,22207,23758,24716,24922
W06000018,Caerphilly,16208,17406,16711,17177,17567,18361,19019,19141,20417,21448,21586,22551,22066,22601,23556,23913,24351
W06000019,Blaenau Gwent,15752,15618,15344,15429,16196,17742,19115,18059,18714,16836,19840,19219,19674,19995,19899,21345,23073
W06000020,Torfaen,16721,16218,18367,18052,18996,19773,21736,21932,20595,21115,21614,22394,22324,22255,23097,23940,24251
W06000021,Monmouthshire,15407,15902,15589,16065,19253,19486,21332,19822,20147,22022,22324,22852,23483,22953,23478,24477,23859
W06000022,Newport,17998,18415,19691,19629,19833,21098,21793,22394,23510,23951,22470,23859,24663,24076,24838,24619,24921
W06000023,Powys,14838,14713,16868,17172,18751,18000,18226,19551,19044,19220,20292,19686,19173,19584,20370,19513,22713
W06000024,Merthyr Tydfil,14499,14853,16929,16179,18296,17852,18700,18306,17927,19627,19746,19866,21099,20835,21220,20385,21257
,,,,,,,,,,,,,,,,,,
K04000001,England and Wales,17974,19000,19898,20562,21359,22284,23151,23564,24255,25373,25998,26076,26290,26633,27169,27321,27715
S92000003,Scotland,16914,18029,18610,19167,19799,20598,21312,22373,23098,24105,24993,25205,25291,25780,26489,27038,27710
W92000004,Wales,16457,17157,18018,18189,19130,20085,20634,20790,21105,21830,22800,23178,23397,23617,24103,24453,24733
E92000001,England,17939,19107,19997,20706,21500,22418,23280,23729,24480,25549,26133,26265,26488,26822,27372,27485,27872
,,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,17803,18848,19722,20376,21124,22056,22888,23367,24043,25165,25806,25882,26095,26472,27011,27215,27645
K03000001,Great Britain,17866,18915,19779,20435,21200,22103,22970,23444,24147,25277,25905,26000,26206,26540,27105,27297,27715
N92000002,Northern Ireland,15798,16599,17529,18325,18502,19622,20060,20739,20934,22122,23023,22394,23034,23944,23952,24491,25847
